species,sp_hv,sister_hv,intersection,union,minimal_hv,divergence_time
albicans,8.64537776246648,2.92712242674682,0.374388435928741,11.1981117532846,2.92712242674682,0.67955
alborufescens,7.94464746869955,23.3237749638057,5.72772993137979,25.5406925011255,7.94464746869955,10.93239
amnicola,1.49693674821984,4.49107644403567,0.0698994115299742,5.91811378072554,1.49693674821984,2.62148
angelana,2.07287231189033e-05,2.23086391013458,0,2.23086391013458,2.07287231189033e-05,3.29153
argyrophylla,9.00107986971719,4.60838806116384,4.06288648368001,9.54658144720102,4.60838806116384,1.43837
atlantica,2.77637531414237,0.000156003071392403,0.000156003071392403,2.77637531414237,0.000156003071392403,4.41058
baumgratziana,2.44233678893184,0.352610221206683,0.180498207813487,2.61444880232504,0.352610221206683,2.4293
brunnea,8.01567556337715,5.6894130655916,4.28935497454437,9.41573365442438,5.6894130655916,0.97078
budlejoides,3.90463036699252,2.86512966987183,1.36210151104379,5.40765852582056,2.86512966987183,4.24525
burchellii,1.45589136600088,6.09550195155515,1.38762741135725,6.16376590619878,1.45589136600088,1.05555
capixaba,0.0140624531655116,3.79527361485522,0.013682386863741,3.79565368115699,0.0140624531655116,4.08538
castaneiflora,2.42684511964811,2.89450049952913,1.41154513964815,3.9098004795291,2.42684511964811,2.81281
chrysophylla,14.2430725177397,3.62451146740352,3.22854030638644,14.6390436787568,3.62451146740352,0.90885
cinerascens,4.62746119665911,3.15467346064094,2.07688592199806,5.70524873530199,3.15467346064094,4.41583
cipoensis,0.0661427507425386,0.925667318308837,0.0642019423287317,0.927608126722643,0.0661427507425386,8.56953
corallina,1.96678228719364,1.69220231195162,1.06982598628039,2.58915861286487,1.69220231195162,1.20225
cowanii,4.49107644403567,1.49693674821984,0.0685377346819877,5.91947545757353,1.49693674821984,2.62148
cubatanensis,5.25458379891446,3.59343127649578,1.02931943240651,7.81869564300374,3.59343127649578,3.15149
cyathanthera,0.925667318308837,0.0661427507425386,0.0645124716749409,0.927297597376434,0.0661427507425386,8.56953
dichrophylla,3.62451146740352,14.2430725177397,3.24325328975218,14.624330695391,3.62451146740352,0.90885
discolor,2.86512966987183,3.90463036699252,1.38369511030105,5.3860649265633,2.86512966987183,4.24525
dispar,4.24135133267497,6.17554956503608,0.720491288438934,9.69640960927211,4.24135133267497,4.23374
dura,0.000156003071392403,2.77637531414237,0.000156003071392403,2.77637531414237,0.000156003071392403,4.41058
fallax,3.04653697831167,13.4393659608625,2.93345297204646,13.5524499671278,3.04653697831167,9.53366
fasciculata,3.55045677277356,0.699414503847191,0.666029563329425,3.58384171329132,0.699414503847191,3.26778
ferruginata,6.09550195155515,1.45589136600088,1.3799070831535,6.17148623440253,1.45589136600088,1.05555
flammea,5.28149520970425,2.61640473184673,2.18888269064872,5.70901725090227,2.61640473184673,0.57691
formosa,3.15467346064094,4.62746119665911,2.07481627982368,5.70731837747637,3.15467346064094,4.41583
heliotropoides,1.528761001087,1.5481391726362,0.909723855353095,2.1671763183701,1.528761001087,7.45612
hyemalis,2.06742148763029,0.696952791028591,0.534429157907525,2.22994512075136,0.696952791028591,0.99216
hypoleuca,7.46009755218451,11.2100921832343,1.75576131765325,16.9144284177655,7.46009755218451,6.9878
kollmannii,0.000492189074135528,2.61903195508962,0.000492189074135528,2.61903195508962,0.000492189074135528,4.00818
kriegeriana,0.193314297828468,2.07719967262628,0.152007823933496,2.11850614652126,0.193314297828468,0.85955
lepidota,3.14272682515529,2.11992236848337,1.28787092692846,3.97477826671019,2.11992236848337,1.36567
longispicata,12.3321547066301,0.000157435331163239,0,12.3321547066301,0.000157435331163239,10.85485
lourteigiana,2.92712242674682,8.64537776246648,0.353422683516731,11.2190775056966,2.92712242674682,0.67955
lymanii,0.696952791028591,2.06742148763029,0.532999929978069,2.23137434868081,0.696952791028591,0.99216
macrothyrsa,1.5481391726362,1.528761001087,0.895237806700976,2.18166236702222,1.528761001087,7.45612
macuxi,1.64535197301027,9.58364312550141,1.50608248016371,9.72291261834797,1.64535197301027,4.8396
mayarae,4.60838806116384,9.00107986971719,4.01308485346386,9.59638307741717,4.60838806116384,1.43837
mellina,0.211153997125352,16.2871879257029,0.164230886653052,16.3341110361752,0.211153997125352,8.37958
multispicata,4.29818890523927,14.6949801503079,2.70916149178718,16.28400756376,4.29818890523927,6.26071
navioensis,2.24826852143907,10.2082510831265,1.4674295608385,10.9890900437271,2.24826852143907,4.44756
octopetala,3.79527361485522,0.0140624531655116,0.0140624531655116,3.79527361485522,0.0140624531655116,4.08538
penduliflora,0.0116135434465974,9.41473795015592,0.0116135434465974,9.41473795015592,0.0116135434465974,3.65637
pepericarpa,1.84092966814208,9.40164543818315,1.65449500996918,9.58808009635605,1.84092966814208,4.7767
petroniana,2.88294978148067,0.191814680033079,0.179627308233917,2.89513715327984,0.191814680033079,1.97987
polyandra,2.07719967262628,0.193314297828468,0.149411417002955,2.1211025534518,0.193314297828468,0.85955
pterocaulon,2.01322776938353,9.72477415756914,0.822623532258039,10.9153783946946,2.01322776938353,6.31753
punctata,12.2827721326806,16.1205743021037,9.5567891561373,18.846557278647,12.2827721326806,4.76812
racemifera,0.699414503847191,3.55045677277356,0.661578237927057,3.58829303869369,0.699414503847191,3.26778
robusta,0.445834927163545,9.41094477151294,0.423631992543846,9.43314770613264,0.445834927163545,1.48598
rondoniensis,1.35291543765501,1.86732419730081,0.0392133269982004,3.18102630795761,1.35291543765501,4.31489
rufescens,3.66737948575973,15.6418364684172,1.4483059393955,17.8609100147814,3.66737948575973,4.84062
